task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_actually_solved,is_partially_solved,max_score,avg_score,sum_score,pseudo_sum_score,all_scores
2026-01-05_15-53-20_#52-0: task_6,47403,20985,68388,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#53-0: task_1,30189,5985,36174,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#54-0: task_7,81830,20635,102465,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#55-0: task_5,54570,6897,61467,2,0,False,True,0.5,0.25,0.5,0.5,"[0.0, 0.5]"
2026-01-05_15-53-20_#56-0: task_7,100586,6960,107546,2,0,False,True,0.33,0.33,0.66,0.66,"[0.33, 0.33]"
2026-01-05_15-53-20_#57-0: task_2,43206,13809,57015,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#58-0: task_2,22443,4175,26618,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#59-0: task_6,96648,6042,102690,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#60-0: task_4,103275,13304,116579,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.0, 0.0, 0.5]"
2026-01-05_15-53-20_#61-0: task_5,49543,14841,64384,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#62-0: task_2,90370,9817,100187,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#63-0: task_3,69143,9486,78629,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#64-0: task_5,59614,4438,64052,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#65-0: task_7,35717,16323,52040,3,0,False,True,0.33,0.11,0.33,0.33,"[0.0, 0.33, 0.0]"
2026-01-05_15-53-20_#66-0: task_5,35750,13922,49672,3,0,False,True,0.25,0.083333,0.25,0.25,"[0.0, 0.25, 0.0]"
2026-01-05_15-53-20_#67-0: task_4,36920,7721,44641,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#68-0: task_2,77385,25311,102696,6,4,True,False,1.0,0.666667,4.0,1.0,"[0.0, 1.0, 1.0, 1.0, 0.0, 1.0]"
2026-01-05_15-53-20_#69-0: task_5,48193,15649,63842,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#70-0: task_7,42465,15210,57675,3,0,False,True,0.67,0.446667,1.34,1.0,"[0.67, 0.67, 0.0]"
2026-01-05_15-53-20_#71-0: task_6,48310,10586,58896,2,0,False,True,0.5,0.25,0.5,0.5,"[0.5, 0.0]"
2026-01-05_15-53-20_#72-0: task_6,41982,28343,70325,5,1,True,False,1.0,0.4,2.0,1.0,"[0.5, 0.0, 0.0, 1.0, 0.5]"
2026-01-05_15-53-20_#73-0: task_2,18708,4114,22822,1,1,True,False,1.0,1.0,1.0,1.0,[1.0]
2026-01-05_15-53-20_#74-0: task_4,50685,32233,82918,8,0,False,True,0.5,0.0625,0.5,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#75-0: task_6,60462,33052,93514,9,0,False,True,0.5,0.333333,3.0,1.0,"[0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5]"
2026-01-05_15-53-20_#76-0: task_6,54579,15168,69747,4,0,False,True,0.5,0.125,0.5,0.5,"[0.5, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#77-0: task_3,48478,22930,71408,4,3,True,False,1.0,0.75,3.0,1.0,"[0.0, 1.0, 1.0, 1.0]"
2026-01-05_15-53-20_#78-0: task_4,82582,11792,94374,2,0,False,True,0.5,0.25,0.5,0.5,"[0.0, 0.5]"
2026-01-05_15-53-20_#79-0: task_5,70822,9780,80602,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#80-0: task_4,66308,8307,74615,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#81-0: task_1,55743,12219,67962,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#82-0: task_2,61538,28665,90203,6,2,True,False,1.0,0.333333,2.0,1.0,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-01-05_15-53-20_#83-0: task_2,98374,29101,127475,6,2,True,False,1.0,0.333333,2.0,1.0,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#84-0: task_1,14265,9567,23832,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#85-0: task_3,40426,18068,58494,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#86-0: task_1,44253,25723,69976,6,1,True,False,1.0,0.166667,1.0,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#87-0: task_5,37769,6216,43985,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#88-0: task_5,42714,8452,51166,2,1,True,False,1.0,0.5,1.0,1.0,"[0.0, 1.0]"
2026-01-05_15-53-20_#89-0: task_2,41066,20075,61141,4,1,True,False,1.0,0.25,1.0,1.0,"[0.0, 0.0, 1.0, 0.0]"
2026-01-05_15-53-20_#90-0: task_5,93746,27171,120917,5,0,False,True,0.5,0.1,0.5,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#91-0: task_2,47542,27546,75088,6,1,True,False,1.0,0.166667,1.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-01-05_15-53-20_#92-0: task_1,49062,6609,55671,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#93-0: task_1,37656,5661,43317,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#94-0: task_1,76378,8691,85069,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#95-0: task_1,51385,24940,76325,5,1,True,False,1.0,0.2,1.0,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
2026-01-05_15-53-20_#96-0: task_7,82874,21803,104677,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#97-0: task_3,28779,6817,35596,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#98-0: task_2,39885,13131,53016,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#99-0: task_3,85025,29606,114631,6,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#100-0: task_6,55324,23130,78454,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#101-0: task_4,62505,25412,87917,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#102-0: task_2,49766,20745,70511,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#103-0: task_5,22241,8101,30342,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#104-0: task_2,38172,22646,60818,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#105-0: task_6,71730,31068,102798,6,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#106-0: task_4,40655,20211,60866,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#107-0: task_2,43157,15846,59003,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#108-0: task_7,25957,10967,36924,3,0,False,True,0.17,0.056667,0.17,0.17,"[0.0, 0.0, 0.17]"
2026-01-05_15-53-20_#109-0: task_4,46989,14418,61407,4,0,False,True,0.5,0.125,0.5,0.5,"[0.0, 0.0, 0.5, 0.0]"
2026-01-05_15-53-20_#110-0: task_7,59553,25481,85034,6,0,False,True,0.33,0.055,0.33,0.33,"[0.0, 0.0, 0.33, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#111-0: task_4,42295,25753,68048,6,0,False,True,0.5,0.083333,0.5,0.5,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#112-0: task_2,31814,10690,42504,3,1,True,False,1.0,0.333333,1.0,1.0,"[0.0, 0.0, 1.0]"
2026-01-05_15-53-20_#113-0: task_1,48855,11336,60191,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#114-0: task_1,39512,5805,45317,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#115-0: task_6,21227,4651,25878,0,0,False,False,0.0,0.0,0,0,[]
2026-01-05_15-53-20_#116-0: task_4,47692,4168,51860,1,0,False,True,0.5,0.5,0.5,0.5,[0.5]
2026-01-05_15-53-20_#117-0: task_3,53758,20284,74042,6,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#118-0: task_4,59237,20825,80062,5,0,False,True,0.5,0.1,0.5,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#119-0: task_4,37552,13302,50854,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.0, 0.5, 0.0]"
2026-01-05_15-53-20_#120-0: task_4,22227,8363,30590,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#121-0: task_1,25950,7533,33483,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#122-0: task_6,43012,14430,57442,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#123-0: task_6,35328,5633,40961,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#124-0: task_6,55846,9294,65140,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.5, 0.0, 0.0]"
2026-01-05_15-53-20_#125-0: task_1,74213,15444,89657,4,1,True,False,1.0,0.25,1.0,1.0,"[0.0, 1.0, 0.0, 0.0]"
2026-01-05_15-53-20_#126-0: task_1,50825,35873,86698,8,1,True,False,1.0,0.125,1.0,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#127-0: task_4,44977,11006,55983,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_15-53-20_#128-0: task_6,41750,24775,66525,6,2,True,False,1.0,0.416667,2.5,1.0,"[0.0, 1.0, 1.0, 0.5, 0.0, 0.0]"
2026-01-05_15-53-20_#129-0: task_3,79760,20358,100118,7,5,True,False,1.0,0.714286,5.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0]"
2026-01-05_15-53-20_#130-0: task_7,26057,12095,38152,3,0,False,True,0.17,0.056667,0.17,0.17,"[0.0, 0.0, 0.17]"
2026-01-05_15-53-20_#131-0: task_7,45259,23353,68612,6,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#132-0: task_1,21495,6096,27591,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#133-0: task_2,40613,4300,44913,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_15-53-20_#134-0: task_2,62153,23191,85344,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_15-53-20_#135-0: task_4,52393,7600,59993,2,1,True,False,1.0,0.5,1.0,1.0,"[1.0, 0.0]"
