task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_actually_solved,is_partially_solved,max_score,avg_score,sum_score,pseudo_sum_score,all_scores
2026-01-04_15-08-28_#15-0: task_7,36216,24722,60938,7,0,False,True,0.33,0.141429,0.99,0.99,"[0.33, 0.0, 0.0, 0.0, 0.0, 0.33, 0.33]"
2026-01-04_15-08-28_#16-0: task_7,34050,27226,61276,6,0,False,True,0.67,0.221667,1.33,1.0,"[0.0, 0.67, 0.0, 0.0, 0.33, 0.33]"
2026-01-04_15-08-28_#17-0: task_2,11478,5623,17101,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_15-08-28_#18-0: task_2,21174,10223,31397,4,1,True,False,1.0,0.25,1.0,1.0,"[0.0, 1.0, 0.0, 0.0]"
2026-01-04_15-08-28_#19-0: task_4,30151,14069,44220,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_15-08-28_#20-0: task_2,19477,13601,33078,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_15-08-28_#21-0: task_7,20646,5405,26051,2,0,False,True,0.33,0.165,0.33,0.33,"[0.33, 0.0]"
2026-01-04_15-08-28_#22-0: task_4,29623,25491,55114,5,1,True,False,1.0,0.2,1.0,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
2026-01-04_15-08-28_#23-0: task_1,40077,29189,69266,7,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_15-08-28_#24-0: task_2,25407,14917,40324,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_15-08-28_#25-0: task_4,12816,6850,19666,2,1,True,False,1.0,0.75,1.5,1.0,"[1.0, 0.5]"
2026-01-04_15-08-28_#26-0: task_3,25748,22891,48639,5,1,True,False,1.0,0.2,1.0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_15-08-28_#27-0: task_7,24015,14821,38836,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_15-08-28_#28-0: task_7,31788,17380,49168,5,0,False,True,0.67,0.134,0.67,0.67,"[0.0, 0.0, 0.0, 0.0, 0.67]"
2026-01-04_15-08-28_#29-0: task_4,22105,14357,36462,4,0,False,True,0.5,0.25,1.0,1.0,"[0.0, 0.0, 0.5, 0.5]"
2026-01-04_15-08-28_#30-0: task_3,19575,12086,31661,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_15-08-28_#31-0: task_4,32163,24295,56458,6,1,True,False,1.0,0.416667,2.5,1.0,"[0.5, 0.5, 0.0, 1.0, 0.5, 0.0]"
2026-01-04_15-08-28_#32-0: task_6,39171,6517,45688,2,1,True,False,1.0,0.75,1.5,1.0,"[1.0, 0.5]"
2026-01-04_15-08-28_#33-0: task_6,20708,9840,30548,4,1,True,False,1.0,0.625,2.5,1.0,"[0.5, 0.5, 0.5, 1.0]"
2026-01-04_15-08-28_#34-0: task_7,6424,5051,11475,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_15-08-28_#35-0: task_6,21347,7554,28901,2,0,False,True,0.5,0.5,1.0,1.0,"[0.5, 0.5]"
2026-01-04_15-08-28_#36-0: task_4,17902,14408,32310,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.0, 0.0, 0.5]"
2026-01-04_15-08-28_#37-0: task_2,34568,12470,47038,4,1,True,False,1.0,0.25,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]"
2026-01-04_15-08-28_#38-0: task_2,40032,29663,69695,7,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_15-08-28_#39-0: task_3,16926,11468,28394,2,1,True,False,1.0,0.5,1.0,1.0,"[0.0, 1.0]"
2026-01-04_15-08-28_#40-0: task_2,28149,17097,45246,6,6,True,False,1.0,1.0,6.0,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
2026-01-04_15-08-28_#41-0: task_1,25023,19919,44942,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_15-08-28_#42-0: task_5,20658,14393,35051,3,0,False,True,0.5,0.333333,1.0,1.0,"[0.5, 0.5, 0.0]"
2026-01-04_15-08-28_#43-0: task_6,39185,20941,60126,5,0,False,True,0.5,0.2,1.0,1.0,"[0.5, 0.0, 0.0, 0.0, 0.5]"
2026-01-04_15-08-28_#44-0: task_5,24377,18216,42593,5,1,True,False,1.0,0.3,1.5,1.0,"[0.0, 1.0, 0.5, 0.0, 0.0]"
2026-01-04_15-08-28_#45-0: task_1,37274,27340,64614,6,1,True,False,1.0,0.166667,1.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-01-04_15-08-28_#46-0: task_6,16041,10860,26901,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_15-08-28_#47-0: task_3,13813,4638,18451,1,1,True,False,1.0,1.0,1.0,1.0,[1.0]
2026-01-04_15-08-28_#48-0: task_1,6517,7179,13696,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_15-08-28_#49-0: task_1,22162,15400,37562,3,1,True,False,1.0,0.333333,1.0,1.0,"[0.0, 1.0, 0.0]"
2026-01-04_15-08-28_#50-0: task_5,29089,20328,49417,6,0,False,True,0.5,0.166667,1.0,1.0,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0]"
