task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_solved,max_score,avg_score,sum_score,all_scores
2026-01-06_14-32-44_#36-0: task_5,59502,507,60009,4,1,True,1.0,0.5,2.0,"[0.5, 1.0, 0.5, 0.0]"
2026-01-06_14-32-44_#37-0: task_6,86816,439,87255,3,0,False,0.5,0.166667,0.5,"[0.0, 0.5, 0.0]"
2026-01-06_14-32-44_#38-0: task_3,52320,433,52753,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#39-0: task_2,86357,453,86810,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#40-0: task_6,87045,543,87588,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#41-0: task_4,35951,363,36314,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-44_#42-0: task_4,68145,521,68666,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#43-0: task_6,10648,198,10846,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-44_#44-0: task_4,118356,934,119290,7,1,True,1.0,0.285714,2.0,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 1.0]"
2026-01-06_14-32-44_#45-0: task_2,29689,222,29911,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-44_#46-0: task_3,77437,604,78041,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#47-0: task_2,68675,406,69081,3,1,True,1.0,0.333333,1.0,"[0.0, 1.0, 0.0]"
2026-01-06_14-32-44_#48-0: task_2,36066,301,36367,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-44_#49-0: task_6,36495,288,36783,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-44_#50-0: task_5,41950,415,42365,3,0,False,0.5,0.166667,0.5,"[0.0, 0.0, 0.5]"
2026-01-06_14-32-44_#51-0: task_5,41091,309,41400,2,0,False,0.25,0.125,0.25,"[0.25, 0.0]"
2026-01-06_14-32-44_#52-0: task_3,18503,268,18771,2,0,False,0.5,0.25,0.5,"[0.5, 0.0]"
2026-01-06_14-32-44_#53-0: task_6,80997,580,81577,4,1,True,1.0,0.25,1.0,"[1.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#54-0: task_5,69663,386,70049,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-44_#55-0: task_3,93848,598,94446,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#56-0: task_2,60875,430,61305,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#57-0: task_2,83751,547,84298,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#58-0: task_5,44043,367,44410,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-44_#59-0: task_4,95242,547,95789,4,0,False,0.25,0.125,0.5,"[0.0, 0.0, 0.25, 0.25]"
2026-01-06_14-32-44_#60-0: task_1,89029,480,89509,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#61-0: task_7,54055,197,54252,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-44_#62-0: task_1,70472,523,70995,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#63-0: task_2,48606,490,49096,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#64-0: task_6,74957,338,75295,2,0,False,0.5,0.25,0.5,"[0.5, 0.0]"
2026-01-06_14-32-44_#65-0: task_2,84176,778,84954,5,1,True,1.0,0.2,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#66-0: task_7,120848,744,121592,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#67-0: task_6,79309,537,79846,4,0,False,0.5,0.125,0.5,"[0.0, 0.0, 0.0, 0.5]"
2026-01-06_14-32-44_#68-0: task_4,46178,207,46385,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-44_#69-0: task_5,71289,468,71757,3,0,False,0.5,0.333333,1.0,"[0.5, 0.5, 0.0]"
2026-01-06_14-32-44_#70-0: task_1,123775,605,124380,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#71-0: task_4,65011,596,65607,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-44_#72-0: task_4,43179,347,43526,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-44_#73-0: task_5,17071,144,17215,0,0,False,0.0,0.0,0,[]
2026-01-06_14-32-44_#74-0: task_4,79149,541,79690,4,0,False,0.5,0.125,0.5,"[0.0, 0.0, 0.0, 0.5]"
2026-01-06_14-32-44_#75-0: task_5,25178,181,25359,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-44_#76-0: task_5,101921,649,102570,5,0,False,0.5,0.2,1.0,"[0.0, 0.0, 0.5, 0.0, 0.5]"
2026-01-06_14-32-44_#77-0: task_7,103976,550,104526,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
