task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_solved,max_score,avg_score,sum_score,all_scores
2026-01-06_07-39-24_#17-0: task_2,131340,687,132027,5,0,False,0.5,0.5,2.5,"[0.5, 0.5, 0.5, 0.5, 0.5]"
2026-01-06_07-39-24_#18-0: task_6,87086,716,87802,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#19-0: task_6,161314,547,161861,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#20-0: task_6,52227,346,52573,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_07-39-24_#21-0: task_5,95705,606,96311,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#22-0: task_4,39635,341,39976,2,0,False,0.25,0.125,0.25,"[0.0, 0.25]"
2026-01-06_07-39-24_#23-0: task_5,81420,348,81768,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_07-39-24_#24-0: task_3,28544,190,28734,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_07-39-24_#25-0: task_7,52663,471,53134,3,0,False,0.33,0.11,0.33,"[0.0, 0.33, 0.0]"
2026-01-06_07-39-24_#26-0: task_7,42545,178,42723,0,0,False,0.0,0.0,0,[]
2026-01-06_07-39-24_#27-0: task_7,72508,703,73211,4,0,False,0.5,0.21,0.84,"[0.17, 0.17, 0.5, 0.0]"
2026-01-06_07-39-24_#28-0: task_2,120591,647,121238,4,0,False,0.5,0.125,0.5,"[0.0, 0.0, 0.0, 0.5]"
2026-01-06_07-39-24_#29-0: task_6,128970,659,129629,5,0,False,0.5,0.1,0.5,"[0.0, 0.0, 0.5, 0.0, 0.0]"
2026-01-06_07-39-24_#30-0: task_3,61872,419,62291,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#31-0: task_2,60874,465,61339,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#32-0: task_2,59545,418,59963,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#33-0: task_7,59139,413,59552,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#34-0: task_1,65675,462,66137,3,0,False,0.5,0.166667,0.5,"[0.0, 0.0, 0.5]"
2026-01-06_07-39-24_#35-0: task_4,54885,392,55277,3,0,False,0.25,0.083333,0.25,"[0.0, 0.25, 0.0]"
2026-01-06_07-39-24_#36-0: task_5,37471,139,37610,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_07-39-24_#37-0: task_3,120664,519,121183,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#38-0: task_7,90551,494,91045,4,0,False,0.33,0.0825,0.33,"[0.0, 0.33, 0.0, 0.0]"
2026-01-06_07-39-24_#39-0: task_4,97570,680,98250,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#40-0: task_5,59685,380,60065,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_07-39-24_#41-0: task_1,126054,645,126699,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#42-0: task_4,90859,540,91399,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#43-0: task_1,118482,863,119345,7,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#44-0: task_7,137415,793,138208,7,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#45-0: task_6,23140,227,23367,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_07-39-24_#46-0: task_5,119722,757,120479,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#47-0: task_7,133269,543,133812,5,0,False,0.33,0.1,0.5,"[0.0, 0.33, 0.0, 0.0, 0.17]"
2026-01-06_07-39-24_#48-0: task_3,110312,555,110867,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#49-0: task_5,109858,488,110346,3,0,False,0.5,0.166667,0.5,"[0.0, 0.0, 0.5]"
2026-01-06_07-39-24_#50-0: task_2,74858,301,75159,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_07-39-24_#51-0: task_6,69839,383,70222,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#52-0: task_1,80701,469,81170,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#53-0: task_1,96201,710,96911,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#54-0: task_6,60947,391,61338,3,0,False,0.5,0.166667,0.5,"[0.5, 0.0, 0.0]"
2026-01-06_07-39-24_#55-0: task_2,70467,418,70885,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_07-39-24_#56-0: task_7,34483,334,34817,2,0,False,0.17,0.085,0.17,"[0.0, 0.17]"
2026-01-06_07-39-24_#57-0: task_3,98434,551,98985,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#58-0: task_1,86888,669,87557,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#59-0: task_7,81807,474,82281,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#60-0: task_2,58726,280,59006,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_07-39-24_#61-0: task_7,39029,183,39212,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_07-39-24_#62-0: task_1,90426,632,91058,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#63-0: task_4,116836,643,117479,5,0,False,0.5,0.1,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#64-0: task_3,101287,684,101971,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#65-0: task_4,115049,692,115741,5,0,False,0.5,0.1,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#66-0: task_6,42775,134,42909,0,0,False,0.0,0.0,0,[]
2026-01-06_07-39-24_#67-0: task_7,29665,460,30125,3,0,False,0.33,0.11,0.33,"[0.33, 0.0, 0.0]"
2026-01-06_07-39-24_#68-0: task_3,63653,606,64259,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_07-39-24_#69-0: task_2,76903,516,77419,4,0,False,0.5,0.25,1.0,"[0.5, 0.5, 0.0, 0.0]"
