task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_solved,max_score,avg_score,sum_score,all_scores
2026-01-06_14-32-09_#83-0: task_2,119071,1358,120429,6,2,True,1.0,0.333333,2.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2026-01-06_14-32-09_#84-0: task_1,17766,398,18164,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#85-0: task_3,49590,1116,50706,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#86-0: task_1,51654,1413,53067,6,1,True,1.0,0.166667,1.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-01-06_14-32-09_#87-0: task_5,48279,632,48911,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#88-0: task_5,52293,557,52850,2,0,False,0.5,0.25,0.5,"[0.0, 0.5]"
2026-01-06_14-32-09_#89-0: task_2,48500,903,49403,4,2,True,1.0,0.5,2.0,"[0.0, 1.0, 0.0, 1.0]"
2026-01-06_14-32-09_#90-0: task_5,114774,1020,115794,5,0,False,0.5,0.1,0.5,"[0.0, 0.0, 0.5, 0.0, 0.0]"
2026-01-06_14-32-09_#91-0: task_2,56454,1086,57540,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#92-0: task_1,65343,462,65805,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#93-0: task_1,48029,479,48508,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#94-0: task_1,95163,420,95583,2,1,True,1.0,0.5,1.0,"[1.0, 0.0]"
2026-01-06_14-32-09_#95-0: task_1,60790,1085,61875,5,1,True,1.0,0.2,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#96-0: task_7,100734,1059,101793,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#97-0: task_3,35168,443,35611,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#98-0: task_2,48097,419,48516,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-09_#99-0: task_3,102458,1205,103663,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#100-0: task_6,65106,1258,66364,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#101-0: task_4,74477,1421,75898,5,0,False,0.5,0.1,0.5,"[0.0, 0.0, 0.5, 0.0, 0.0]"
2026-01-06_14-32-09_#102-0: task_2,60224,1200,61424,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#103-0: task_5,26879,665,27544,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-09_#104-0: task_2,45270,1326,46596,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#105-0: task_6,85154,1091,86245,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#106-0: task_4,47516,1127,48643,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#107-0: task_2,51260,1064,52324,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#108-0: task_7,31178,891,32069,3,0,False,0.17,0.056667,0.17,"[0.0, 0.0, 0.17]"
2026-01-06_14-32-09_#109-0: task_4,55616,850,56466,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#110-0: task_7,69674,1617,71291,7,0,False,0.33,0.094286,0.66,"[0.0, 0.0, 0.33, 0.0, 0.0, 0.0, 0.33]"
2026-01-06_14-32-09_#111-0: task_4,49468,1435,50903,6,0,False,0.5,0.083333,0.5,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#112-0: task_2,38381,710,39091,3,1,True,1.0,0.333333,1.0,"[0.0, 0.0, 1.0]"
2026-01-06_14-32-09_#113-0: task_1,59585,840,60425,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#114-0: task_1,52173,332,52505,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#115-0: task_6,26278,358,26636,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#116-0: task_4,60350,330,60680,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#117-0: task_3,63118,1081,64199,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#118-0: task_4,71487,1471,72958,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#119-0: task_4,46535,616,47151,3,0,False,0.5,0.166667,0.5,"[0.0, 0.5, 0.0]"
2026-01-06_14-32-09_#120-0: task_4,27096,672,27768,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-09_#121-0: task_1,32314,830,33144,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-09_#122-0: task_6,50267,786,51053,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#123-0: task_6,43974,428,44402,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#124-0: task_6,68900,818,69718,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#125-0: task_1,90045,1000,91045,4,1,True,1.0,0.25,1.0,"[0.0, 1.0, 0.0, 0.0]"
2026-01-06_14-32-09_#126-0: task_1,58793,1461,60254,8,1,True,1.0,0.125,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
2026-01-06_14-32-09_#127-0: task_4,55784,399,56183,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-06_14-32-09_#128-0: task_6,47345,1106,48451,6,1,True,1.0,0.166667,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#129-0: task_3,94694,1144,95838,7,6,True,1.0,0.857143,6.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
2026-01-06_14-32-09_#130-0: task_7,30519,621,31140,3,0,False,0.17,0.056667,0.17,"[0.0, 0.17, 0.0]"
2026-01-06_14-32-09_#131-0: task_7,51760,1467,53227,7,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-06_14-32-09_#132-0: task_1,28839,804,29643,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#133-0: task_2,49493,223,49716,1,0,False,0.0,0.0,0.0,[0.0]
2026-01-06_14-32-09_#134-0: task_2,75708,1031,76739,5,1,True,1.0,0.2,1.0,"[0.0, 0.0, 0.0, 1.0, 0.0]"
2026-01-06_14-32-09_#135-0: task_4,64007,551,64558,2,0,False,0.5,0.25,0.5,"[0.5, 0.0]"
