task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_actually_solved,is_partially_solved,max_score,avg_score,sum_score,pseudo_sum_score,all_scores
2026-01-04_22-32-04_#19-0: task_6,17053,13140,30193,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#20-0: task_6,19706,10046,29752,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#21-0: task_5,30640,24583,55223,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#22-0: task_2,24320,15384,39704,4,2,True,False,1.0,0.5,2.0,1.0,"[0.0, 0.0, 1.0, 1.0]"
2026-01-04_22-32-04_#23-0: task_6,28664,18501,47165,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#24-0: task_3,23961,16645,40606,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#25-0: task_7,18357,16326,34683,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#26-0: task_1,29481,22862,52343,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#27-0: task_2,8366,7301,15667,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_22-32-04_#28-0: task_7,19563,11386,30949,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#29-0: task_1,19439,6903,26342,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#30-0: task_7,33680,20027,53707,6,0,False,True,0.67,0.221667,1.33,1.0,"[0.33, 0.0, 0.0, 0.0, 0.33, 0.67]"
2026-01-04_22-32-04_#31-0: task_3,17303,10993,28296,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#32-0: task_4,24618,17021,41639,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#33-0: task_3,23193,19803,42996,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#34-0: task_1,17425,9880,27305,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#35-0: task_2,6553,7065,13618,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_22-32-04_#36-0: task_5,23311,12514,35825,4,1,True,False,1.0,0.5,2.0,1.0,"[0.5, 0.0, 0.5, 1.0]"
2026-01-04_22-32-04_#37-0: task_6,18329,11787,30116,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.0, 0.5, 0.0]"
2026-01-04_22-32-04_#38-0: task_3,18457,10874,29331,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#39-0: task_2,18566,16675,35241,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#40-0: task_6,24563,22538,47101,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#41-0: task_4,13214,10198,23412,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_22-32-04_#42-0: task_4,18396,12568,30964,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#43-0: task_6,8102,5717,13819,1,0,False,True,0.5,0.5,0.5,0.5,[0.5]
2026-01-04_22-32-04_#44-0: task_4,39942,22435,62377,7,1,True,False,1.0,0.214286,1.5,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0]"
2026-01-04_22-32-04_#45-0: task_2,8585,3856,12441,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_22-32-04_#46-0: task_3,23453,12446,35899,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#47-0: task_2,18730,11201,29931,3,1,True,False,1.0,0.333333,1.0,1.0,"[1.0, 0.0, 0.0]"
2026-01-04_22-32-04_#48-0: task_2,12583,8058,20641,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_22-32-04_#49-0: task_6,11921,9430,21351,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_22-32-04_#50-0: task_5,18038,13465,31503,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.0, 0.0, 0.5]"
2026-01-04_22-32-04_#51-0: task_5,12403,8485,20888,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_22-32-04_#52-0: task_3,11715,8367,20082,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_22-32-04_#53-0: task_6,23498,12788,36286,4,1,True,False,1.0,0.25,1.0,1.0,"[1.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#54-0: task_5,18910,16465,35375,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#55-0: task_3,24112,17467,41579,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#56-0: task_2,18764,12868,31632,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#57-0: task_2,17722,14399,32121,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#58-0: task_5,14170,10418,24588,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_22-32-04_#59-0: task_4,8554,7624,16178,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_22-32-04_#60-0: task_1,22226,16354,38580,4,0,False,True,0.5,0.125,0.5,0.5,"[0.0, 0.0, 0.5, 0.0]"
2026-01-04_22-32-04_#61-0: task_7,8127,6516,14643,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_22-32-04_#62-0: task_1,19764,17044,36808,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#63-0: task_2,18240,9985,28225,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#64-0: task_6,14158,6910,21068,2,0,False,True,0.5,0.25,0.5,0.5,"[0.5, 0.0]"
2026-01-04_22-32-04_#65-0: task_2,29707,21587,51294,5,1,True,False,1.0,0.2,1.0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#66-0: task_7,29763,15743,45506,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#67-0: task_6,23489,16671,40160,4,0,False,True,0.5,0.125,0.5,0.5,"[0.0, 0.0, 0.0, 0.5]"
2026-01-04_22-32-04_#68-0: task_4,9329,7487,16816,1,0,False,True,0.5,0.5,0.5,0.5,[0.5]
2026-01-04_22-32-04_#69-0: task_5,18365,10766,29131,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.0, 0.5, 0.0]"
2026-01-04_22-32-04_#70-0: task_1,28354,19573,47927,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#71-0: task_4,27363,18170,45533,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#72-0: task_4,14011,9625,23636,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_22-32-04_#73-0: task_5,5199,4029,9228,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_22-32-04_#74-0: task_4,23796,20074,43870,4,0,False,True,0.5,0.25,1.0,1.0,"[0.0, 0.0, 0.5, 0.5]"
2026-01-04_22-32-04_#75-0: task_5,6457,5152,11609,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_22-32-04_#76-0: task_5,29017,17701,46718,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_22-32-04_#77-0: task_7,22973,18083,41056,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
