task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_actually_solved,is_partially_solved,max_score,avg_score,sum_score,pseudo_sum_score,all_scores
2026-01-05_07-45-04_#40-0: task_5,12226,11502,23728,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_07-45-04_#41-0: task_1,27538,16137,43675,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#42-0: task_4,21593,19509,41102,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#43-0: task_1,37691,21542,59233,7,0,False,True,0.5,0.071429,0.5,0.5,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5]"
2026-01-05_07-45-04_#44-0: task_7,37978,29088,67066,7,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#45-0: task_6,7425,7497,14922,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_07-45-04_#46-0: task_5,22658,9978,32636,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#47-0: task_7,28291,18135,46426,5,0,False,True,0.17,0.068,0.34,0.34,"[0.17, 0.0, 0.0, 0.0, 0.17]"
2026-01-05_07-45-04_#48-0: task_3,26529,14273,40802,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#49-0: task_5,17692,10632,28324,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.0, 0.0, 0.5]"
2026-01-05_07-45-04_#50-0: task_2,11941,9986,21927,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_07-45-04_#51-0: task_6,17136,12339,29475,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#52-0: task_1,17034,12188,29222,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#53-0: task_1,32874,21713,54587,6,1,True,False,1.0,0.166667,1.0,1.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-01-05_07-45-04_#54-0: task_6,17314,12362,29676,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.5, 0.0, 0.0]"
2026-01-05_07-45-04_#55-0: task_2,12880,12473,25353,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_07-45-04_#56-0: task_7,12842,13708,26550,2,0,False,True,0.17,0.085,0.17,0.17,"[0.0, 0.17]"
2026-01-05_07-45-04_#57-0: task_3,21638,17717,39355,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#58-0: task_1,27687,16853,44540,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#59-0: task_7,22068,14840,36908,4,0,False,True,0.33,0.0825,0.33,0.33,"[0.0, 0.0, 0.0, 0.33]"
2026-01-05_07-45-04_#60-0: task_2,18336,14001,32337,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#61-0: task_7,7212,6091,13303,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_07-45-04_#62-0: task_1,22007,14034,36041,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#63-0: task_4,27095,20011,47106,5,0,False,True,0.5,0.1,0.5,0.5,"[0.0, 0.0, 0.0, 0.0, 0.5]"
2026-01-05_07-45-04_#64-0: task_3,22966,17943,40909,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#65-0: task_4,28689,14083,42772,5,0,False,True,0.5,0.1,0.5,0.5,"[0.5, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#66-0: task_6,5550,3429,8979,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_07-45-04_#67-0: task_7,17386,13859,31245,3,0,False,True,0.33,0.11,0.33,0.33,"[0.0, 0.0, 0.33]"
2026-01-05_07-45-04_#68-0: task_3,22443,12706,35149,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-05_07-45-04_#69-0: task_2,22366,13455,35821,4,0,False,True,0.5,0.25,1.0,1.0,"[0.5, 0.5, 0.0, 0.0]"
