task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_actually_solved,is_partially_solved,max_score,avg_score,sum_score,pseudo_sum_score,all_scores
2026-01-07_08-43-27_#15-0: task_1,17516,484,18000,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-07_08-43-27_#16-0: task_5,26777,634,27411,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#17-0: task_2,31559,762,32321,6,0,False,True,0.5,0.416667,2.5,1.0,"[0.5, 0.5, 0.0, 0.5, 0.5, 0.5]"
2026-01-07_08-43-27_#18-0: task_6,27867,817,28684,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#19-0: task_6,21964,491,22455,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#20-0: task_6,12444,399,12843,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-07_08-43-27_#21-0: task_5,22452,845,23297,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#22-0: task_4,12092,419,12511,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-07_08-43-27_#23-0: task_5,11715,346,12061,2,0,False,True,0.25,0.25,0.5,0.5,"[0.25, 0.25]"
2026-01-07_08-43-27_#24-0: task_3,7313,315,7628,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-07_08-43-27_#25-0: task_7,17624,511,18135,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-07_08-43-27_#26-0: task_7,5018,82,5100,0,0,False,False,0.0,0.0,0,0,[]
2026-01-07_08-43-27_#27-0: task_7,22354,571,22925,3,0,False,True,0.5,0.276667,0.83,0.83,"[0.33, 0.5, 0.0]"
2026-01-07_08-43-27_#28-0: task_2,22246,607,22853,4,0,False,True,0.5,0.125,0.5,0.5,"[0.0, 0.5, 0.0, 0.0]"
2026-01-07_08-43-27_#29-0: task_6,27680,860,28540,4,0,False,True,0.5,0.25,1.0,1.0,"[0.0, 0.5, 0.0, 0.5]"
2026-01-07_08-43-27_#30-0: task_3,17278,509,17787,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#31-0: task_2,16747,392,17139,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#32-0: task_2,16149,457,16606,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#33-0: task_7,16742,504,17246,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#34-0: task_1,16485,579,17064,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.0, 0.5, 0.0]"
2026-01-07_08-43-27_#35-0: task_4,16377,442,16819,3,0,False,True,0.25,0.083333,0.25,0.25,"[0.0, 0.0, 0.25]"
2026-01-07_08-43-27_#36-0: task_5,6304,216,6520,1,0,False,True,0.5,0.5,0.5,0.5,[0.5]
2026-01-07_08-43-27_#37-0: task_3,21708,539,22247,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#38-0: task_7,21481,505,21986,4,0,False,True,0.33,0.0825,0.33,0.33,"[0.0, 0.0, 0.33, 0.0]"
2026-01-07_08-43-27_#39-0: task_4,22418,659,23077,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#40-0: task_5,11989,387,12376,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-07_08-43-27_#41-0: task_1,26836,855,27691,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#42-0: task_4,21128,517,21645,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#43-0: task_1,36468,887,37355,7,0,False,True,0.5,0.071429,0.5,0.5,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#44-0: task_7,36847,872,37719,7,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#45-0: task_6,7471,308,7779,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-07_08-43-27_#46-0: task_5,21865,457,22322,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#47-0: task_7,25982,551,26533,4,0,False,True,0.17,0.085,0.34,0.34,"[0.0, 0.17, 0.17, 0.0]"
2026-01-07_08-43-27_#48-0: task_3,26626,738,27364,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#49-0: task_5,17194,477,17671,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-07_08-43-27_#50-0: task_2,11467,301,11768,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-07_08-43-27_#51-0: task_6,16540,458,16998,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#52-0: task_1,16724,567,17291,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#53-0: task_1,32019,809,32828,6,1,True,False,1.0,0.166667,1.0,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#54-0: task_6,17467,615,18082,3,0,False,True,0.5,0.333333,1.0,1.0,"[0.5, 0.5, 0.0]"
2026-01-07_08-43-27_#55-0: task_2,12422,409,12831,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-07_08-43-27_#56-0: task_7,12553,417,12970,2,0,False,True,0.17,0.085,0.17,0.17,"[0.17, 0.0]"
2026-01-07_08-43-27_#57-0: task_3,21499,541,22040,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#58-0: task_1,27060,679,27739,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#59-0: task_7,21376,480,21856,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#60-0: task_2,12300,428,12728,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-07_08-43-27_#61-0: task_7,7434,282,7716,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-07_08-43-27_#62-0: task_1,21915,756,22671,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#63-0: task_4,26533,608,27141,4,0,False,True,0.5,0.125,0.5,0.5,"[0.0, 0.0, 0.0, 0.5]"
2026-01-07_08-43-27_#64-0: task_3,21464,564,22028,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#65-0: task_4,31042,755,31797,6,0,False,True,0.5,0.083333,0.5,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#66-0: task_6,9274,167,9441,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-07_08-43-27_#67-0: task_7,17180,511,17691,3,0,False,True,0.33,0.11,0.33,0.33,"[0.33, 0.0, 0.0]"
2026-01-07_08-43-27_#68-0: task_3,21521,699,22220,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-07_08-43-27_#69-0: task_2,21432,590,22022,4,0,False,True,0.5,0.25,1.0,1.0,"[0.5, 0.5, 0.0, 0.0]"
