task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_actually_solved,is_partially_solved,max_score,avg_score,sum_score,pseudo_sum_score,all_scores
2026-01-04_21-23-56_#44-0: task_7,302836,1132,303968,8,0,False,True,0.33,0.04125,0.33,0.33,"[0.0, 0.0, 0.0, 0.0, 0.33, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#45-0: task_3,129097,523,129620,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#46-0: task_2,257898,911,258809,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#47-0: task_1,93684,404,94088,2,1,True,False,1.0,0.5,1.0,1.0,"[1.0, 0.0]"
2026-01-04_21-23-56_#48-0: task_2,253098,987,254085,6,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#49-0: task_5,255056,909,255965,5,0,False,True,0.25,0.05,0.25,0.25,"[0.0, 0.0, 0.0, 0.25, 0.0]"
2026-01-04_21-23-56_#50-0: task_1,76403,282,76685,1,0,False,True,0.5,0.5,0.5,0.5,[0.5]
2026-01-04_21-23-56_#51-0: task_1,45001,268,45269,1,0,False,True,0.5,0.5,0.5,0.5,[0.5]
2026-01-04_21-23-56_#52-0: task_6,218194,845,219039,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#53-0: task_1,97955,376,98331,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_21-23-56_#54-0: task_7,210977,962,211939,5,0,False,True,0.33,0.066,0.33,0.33,"[0.0, 0.0, 0.33, 0.0, 0.0]"
2026-01-04_21-23-56_#55-0: task_5,149355,469,149824,2,0,False,True,0.5,0.25,0.5,0.5,"[0.0, 0.5]"
2026-01-04_21-23-56_#56-0: task_7,212482,472,212954,2,0,False,True,0.33,0.165,0.33,0.33,"[0.0, 0.33]"
2026-01-04_21-23-56_#57-0: task_2,124970,349,125319,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_21-23-56_#58-0: task_2,81547,258,81805,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_21-23-56_#59-0: task_6,241844,609,242453,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.0, 0.5, 0.0]"
2026-01-04_21-23-56_#60-0: task_4,203869,638,204507,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#61-0: task_5,231301,557,231858,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#62-0: task_2,244651,604,245255,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#63-0: task_3,164700,336,165036,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_21-23-56_#64-0: task_5,101994,274,102268,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_21-23-56_#65-0: task_7,126009,587,126596,3,0,False,True,0.17,0.056667,0.17,0.17,"[0.0, 0.17, 0.0]"
2026-01-04_21-23-56_#66-0: task_5,156918,585,157503,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#67-0: task_4,75602,395,75997,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_21-23-56_#68-0: task_2,344824,1016,345840,6,2,True,False,1.0,0.333333,2.0,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
2026-01-04_21-23-56_#69-0: task_5,287624,908,288532,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#70-0: task_7,145387,472,145859,3,1,True,False,1.0,0.553333,1.66,1.0,"[0.33, 1.0, 0.33]"
2026-01-04_21-23-56_#71-0: task_6,152111,414,152525,2,1,True,False,1.0,0.5,1.0,1.0,"[1.0, 0.0]"
2026-01-04_21-23-56_#72-0: task_6,195306,1034,196340,6,1,True,False,1.0,0.166667,1.0,1.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2026-01-04_21-23-56_#73-0: task_2,33604,334,33938,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_21-23-56_#74-0: task_4,329908,1179,331087,8,0,False,True,0.5,0.125,1.0,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5]"
2026-01-04_21-23-56_#75-0: task_6,223679,1294,224973,9,0,False,True,0.5,0.333333,3.0,1.0,"[0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.5, 0.5, 0.0]"
2026-01-04_21-23-56_#76-0: task_6,170451,813,171264,4,0,False,True,0.5,0.125,0.5,0.5,"[0.0, 0.0, 0.5, 0.0]"
2026-01-04_21-23-56_#77-0: task_3,190950,559,191509,4,1,True,False,1.0,0.25,1.0,1.0,"[0.0, 0.0, 0.0, 1.0]"
2026-01-04_21-23-56_#78-0: task_4,201419,466,201885,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_21-23-56_#79-0: task_5,131110,446,131556,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_21-23-56_#80-0: task_4,180463,429,180892,2,0,False,True,0.5,0.25,0.5,0.5,"[0.5, 0.0]"
2026-01-04_21-23-56_#81-0: task_1,182077,713,182790,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#82-0: task_2,148021,888,148909,6,1,True,False,1.0,0.166667,1.0,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#83-0: task_2,257805,926,258731,6,2,True,False,1.0,0.333333,2.0,1.0,"[1.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#84-0: task_1,61444,249,61693,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_21-23-56_#85-0: task_3,114396,503,114899,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#86-0: task_1,184112,935,185047,6,1,True,False,1.0,0.166667,1.0,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#87-0: task_5,67534,290,67824,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_21-23-56_#88-0: task_5,97216,393,97609,2,1,True,False,1.0,0.5,1.0,1.0,"[0.0, 1.0]"
2026-01-04_21-23-56_#89-0: task_2,190655,822,191477,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#90-0: task_5,238453,938,239391,5,0,False,True,0.5,0.1,0.5,0.5,"[0.0, 0.0, 0.5, 0.0, 0.0]"
2026-01-04_21-23-56_#91-0: task_2,270980,1046,272026,6,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#92-0: task_1,67275,455,67730,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_21-23-56_#93-0: task_1,65967,240,66207,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_21-23-56_#94-0: task_1,153702,388,154090,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_21-23-56_#95-0: task_1,188743,833,189576,5,1,True,False,1.0,0.2,1.0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#96-0: task_7,227063,742,227805,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#97-0: task_3,54310,241,54551,1,1,True,False,1.0,1.0,1.0,1.0,[1.0]
2026-01-04_21-23-56_#98-0: task_2,80570,487,81057,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_21-23-56_#99-0: task_3,13995,51,14046,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-04_21-23-56_#100-0: task_6,189451,958,190409,5,0,False,True,0.5,0.1,0.5,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#101-0: task_4,210091,906,210997,5,0,False,True,0.5,0.2,1.0,1.0,"[0.0, 0.0, 0.5, 0.5, 0.0]"
2026-01-04_21-23-56_#102-0: task_2,168445,721,169166,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#103-0: task_5,86407,477,86884,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-04_21-23-56_#104-0: task_2,154638,890,155528,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#105-0: task_6,196952,1014,197966,6,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#106-0: task_4,129052,807,129859,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#107-0: task_2,143706,824,144530,4,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#108-0: task_7,65116,482,65598,3,0,False,True,0.33,0.11,0.33,0.33,"[0.0, 0.33, 0.0]"
2026-01-04_21-23-56_#109-0: task_4,139228,730,139958,4,0,False,True,0.5,0.125,0.5,0.5,"[0.0, 0.0, 0.5, 0.0]"
2026-01-04_21-23-56_#110-0: task_7,180197,1091,181288,7,0,False,True,0.33,0.094286,0.66,0.66,"[0.0, 0.0, 0.33, 0.33, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#111-0: task_4,137232,1032,138264,6,0,False,True,0.5,0.083333,0.5,0.5,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#112-0: task_2,94831,581,95412,3,2,True,False,1.0,0.666667,2.0,1.0,"[1.0, 1.0, 0.0]"
2026-01-04_21-23-56_#113-0: task_1,78966,569,79535,3,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2026-01-04_21-23-56_#114-0: task_1,90616,246,90862,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_16-13-18_#115-0: task_6,33562,206,33768,1,0,False,True,0.5,0.5,0.5,0.5,[0.5]
2026-01-05_16-13-18_#116-0: task_4,78722,221,78943,1,0,False,True,0.5,0.5,0.5,0.5,[0.5]
2026-01-05_16-13-18_#117-0: task_3,215557,883,216440,6,1,True,False,1.0,0.166667,1.0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_16-13-18_#118-0: task_4,150976,733,151709,5,0,False,True,0.5,0.2,1.0,1.0,"[0.0, 0.5, 0.0, 0.5, 0.0]"
2026-01-05_16-13-18_#119-0: task_4,99623,455,100078,3,0,False,True,0.5,0.166667,0.5,0.5,"[0.0, 0.5, 0.0]"
2026-01-05_16-13-18_#120-0: task_4,85231,459,85690,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_16-13-18_#121-0: task_1,64239,424,64663,2,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0]"
2026-01-05_16-13-18_#122-0: task_6,93901,683,94584,4,0,False,True,0.5,0.125,0.5,0.5,"[0.0, 0.5, 0.0, 0.0]"
2026-01-05_16-13-18_#123-0: task_6,71148,252,71400,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_16-13-18_#124-0: task_6,119953,571,120524,3,0,False,True,0.5,0.333333,1.0,1.0,"[0.5, 0.5, 0.0]"
2026-01-05_16-13-18_#125-0: task_1,188643,732,189375,4,1,True,False,1.0,0.25,1.0,1.0,"[0.0, 1.0, 0.0, 0.0]"
2026-01-05_16-13-18_#126-0: task_1,177071,1194,178265,8,1,True,False,1.0,0.125,1.0,1.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_16-13-18_#127-0: task_4,83902,376,84278,2,0,False,True,0.5,0.5,1.0,1.0,"[0.5, 0.5]"
2026-01-05_16-13-18_#128-0: task_6,137688,907,138595,6,1,True,False,1.0,0.333333,2.0,1.0,"[0.5, 1.0, 0.5, 0.0, 0.0, 0.0]"
2026-01-05_16-13-18_#129-0: task_3,264544,996,265540,7,4,True,False,1.0,0.571429,4.0,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]"
2026-01-05_16-13-18_#130-0: task_7,88210,493,88703,3,0,False,True,0.33,0.11,0.33,0.33,"[0.33, 0.0, 0.0]"
2026-01-05_16-13-18_#131-0: task_7,186365,1115,187480,7,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_16-13-18_#132-0: task_1,47853,245,48098,1,0,False,False,0.0,0.0,0.0,0.0,[0.0]
2026-01-05_16-13-18_#133-0: task_2,106850,238,107088,1,1,True,False,1.0,1.0,1.0,1.0,[1.0]
2026-01-05_16-13-18_#134-0: task_2,178046,837,178883,5,0,False,False,0.0,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2026-01-05_16-13-18_#135-0: task_4,78824,474,79298,2,0,False,True,0.5,0.25,0.5,0.5,"[0.5, 0.0]"
