task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_solved,max_score,avg_score,sum_score,all_scores
2025-12-15_13-59-38_#55-0: task_5,48751,10617,59368,2,0,False,0.5,0.25,0.5,"[0.0, 0.5]"
2025-12-15_13-59-38_#56-0: task_7,94882,11856,106738,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-15_13-59-38_#57-0: task_2,37422,12572,49994,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-15_13-59-38_#58-0: task_2,21557,15965,37522,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-15_13-59-38_#59-0: task_6,103240,9848,113088,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-15_13-59-38_#60-0: task_4,93066,18555,111621,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#61-0: task_5,39562,12232,51794,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#62-0: task_2,79921,11329,91250,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#63-0: task_3,63526,18760,82286,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-15_19-31-56_#64-0: task_5,58878,9450,68328,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-15_19-31-56_#65-0: task_7,25174,10644,35818,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#66-0: task_5,25263,11128,36391,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#67-0: task_4,31213,15381,46594,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-15_19-31-56_#68-0: task_2,51820,21551,73371,6,1,True,1.0,0.166667,1.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
2025-12-15_19-31-56_#69-0: task_5,28234,25431,53665,5,0,False,0.5,0.2,1.0,"[0.0, 0.0, 0.0, 0.5, 0.5]"
2025-12-15_19-31-56_#70-0: task_7,3201,12920,16121,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-15_19-31-56_#71-0: task_6,42560,9211,51771,2,0,False,0.5,0.5,1.0,"[0.5, 0.5]"
2025-12-15_19-31-56_#72-0: task_6,17029,25429,42458,6,0,False,0.5,0.166667,1.0,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0]"
2025-12-15_19-31-56_#73-0: task_2,17617,9600,27217,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-15_19-31-56_#74-0: task_4,15733,25820,41553,8,0,False,0.5,0.125,1.0,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0]"
2025-12-15_19-31-56_#75-0: task_6,20589,34468,55057,9,1,True,1.0,0.277778,2.5,"[0.0, 0.5, 1.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#76-0: task_6,38768,23730,62498,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#77-0: task_3,33009,19816,52825,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#78-0: task_4,77632,15009,92641,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-15_19-31-56_#79-0: task_5,65436,10203,75639,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-15_19-31-56_#80-0: task_4,60530,15485,76015,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-15_19-31-56_#81-0: task_1,40375,23236,63611,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#82-0: task_2,37267,26718,63985,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#83-0: task_2,78035,27202,105237,6,1,True,1.0,0.166667,1.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2025-12-15_19-31-56_#84-0: task_1,14302,11809,26111,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-15_19-31-56_#85-0: task_3,29582,17278,46860,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#86-0: task_1,18863,26225,45088,6,1,True,1.0,0.166667,1.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#87-0: task_5,37008,9934,46942,1,0,False,0.25,0.25,0.25,[0.25]
2025-12-15_19-31-56_#88-0: task_5,37069,14995,52064,2,0,False,0.5,0.25,0.5,"[0.0, 0.5]"
2025-12-15_19-31-56_#89-0: task_2,11877,23290,35167,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#90-0: task_5,13041,21987,35028,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#91-0: task_2,23467,26879,50346,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#92-0: task_1,48244,11332,59576,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-15_19-31-56_#93-0: task_1,36773,12483,49256,1,0,False,0.5,0.5,0.5,[0.5]
2025-12-15_19-31-56_#94-0: task_1,70939,12790,83729,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-15_19-31-56_#95-0: task_1,35485,27245,62730,5,1,True,1.0,0.2,1.0,"[0.0, 0.0, 0.0, 1.0, 0.0]"
2025-12-15_19-31-56_#96-0: task_7,67470,13831,81301,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#97-0: task_3,27820,11552,39372,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-15_19-31-56_#98-0: task_2,34114,14461,48575,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-15_19-31-56_#99-0: task_3,60109,22736,82845,6,1,True,1.0,0.166667,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-15_19-31-56_#100-0: task_6,35063,24543,59606,5,0,False,0.5,0.1,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#101-0: task_4,42598,17572,60170,5,0,False,0.5,0.1,0.5,"[0.0, 0.0, 0.5, 0.0, 0.0]"
2025-12-16_07-45-08_#102-0: task_2,34383,19055,53438,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#103-0: task_5,16313,10384,26697,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-16_07-45-08_#104-0: task_2,18145,25532,43677,5,1,True,1.0,0.2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
2025-12-16_07-45-08_#105-0: task_6,46522,25712,72234,6,0,False,0.5,0.083333,0.5,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
2025-12-16_07-45-08_#106-0: task_4,20778,24412,45190,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#107-0: task_2,27347,18838,46185,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#108-0: task_7,15674,13023,28697,3,0,False,0.17,0.056667,0.17,"[0.0, 0.0, 0.17]"
2025-12-16_07-45-08_#109-0: task_4,31308,16615,47923,4,0,False,0.5,0.125,0.5,"[0.0, 0.0, 0.5, 0.0]"
2025-12-16_07-45-08_#110-0: task_7,29566,26385,55951,7,0,False,0.33,0.094286,0.66,"[0.0, 0.0, 0.0, 0.33, 0.33, 0.0, 0.0]"
2025-12-16_07-45-08_#111-0: task_4,17059,22908,39967,6,0,False,0.5,0.083333,0.5,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#112-0: task_2,21126,11639,32765,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#113-0: task_1,15765,19229,34994,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#114-0: task_1,38604,11265,49869,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-16_07-45-08_#115-0: task_6,21161,8880,30041,1,0,False,0.5,0.5,0.5,[0.5]
2025-12-16_07-45-08_#116-0: task_4,47258,9180,56438,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-16_07-45-08_#117-0: task_3,29392,20870,50262,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#118-0: task_4,39234,16064,55298,5,0,False,0.5,0.1,0.5,"[0.0, 0.0, 0.0, 0.5, 0.0]"
2025-12-16_07-45-08_#119-0: task_4,27225,16064,43289,3,0,False,0.5,0.166667,0.5,"[0.0, 0.0, 0.5]"
2025-12-16_07-45-08_#120-0: task_4,16354,13014,29368,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-16_07-45-08_#121-0: task_1,6093,12323,18416,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-16_07-45-08_#122-0: task_6,30521,19208,49729,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#123-0: task_6,34299,6376,40675,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-16_07-45-08_#124-0: task_6,12243,24758,37001,5,0,False,0.5,0.1,0.5,"[0.0, 0.0, 0.0, 0.0, 0.5]"
2025-12-16_07-45-08_#125-0: task_1,58996,15690,74686,4,1,True,1.0,0.25,1.0,"[0.0, 0.0, 1.0, 0.0]"
2025-12-16_07-45-08_#126-0: task_1,16480,24407,40887,8,1,True,1.0,0.125,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#127-0: task_4,39366,10275,49641,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-16_07-45-08_#128-0: task_6,21824,30970,52794,6,1,True,1.0,0.166667,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#129-0: task_3,50134,32116,82250,7,5,True,1.0,0.714286,5.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
2025-12-16_07-45-08_#130-0: task_7,9878,11353,21231,3,0,False,0.33,0.11,0.33,"[0.0, 0.0, 0.33]"
2025-12-16_07-45-08_#131-0: task_7,14939,25084,40023,7,0,False,0.33,0.047143,0.33,"[0.0, 0.33, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-16_07-45-08_#132-0: task_1,20591,9514,30105,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-16_07-45-08_#133-0: task_2,40557,14238,54795,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-16_07-45-08_#134-0: task_2,62949,20369,83318,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-16_07-45-08_#135-0: task_4,46746,13204,59950,2,0,False,0.5,0.25,0.5,"[0.0, 0.5]"
