task_id,input_tokens,output_tokens,total_tokens,num_candidates,num_perfect_candidates,is_solved,max_score,avg_score,sum_score,all_scores
2025-12-17_07-38-09_#35-0: task_7,14453,1217,15670,7,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-17_07-38-09_#36-0: task_5,6423,363,6786,0,0,False,0.0,0.0,0,[]
2025-12-17_07-38-09_#37-0: task_1,54129,558,54687,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-17_07-38-09_#38-0: task_5,25951,1042,26993,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#39-0: task_3,24025,876,24901,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#40-0: task_4,25916,1168,27084,8,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#41-0: task_1,42839,872,43711,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#42-0: task_1,42902,1196,44098,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#43-0: task_7,33955,1040,34995,6,0,False,0.33,0.055,0.33,"[0.0, 0.0, 0.0, 0.33, 0.0, 0.0]"
2025-12-18_15-20-26_#44-0: task_7,35987,1224,37211,8,0,False,0.33,0.04125,0.33,"[0.0, 0.0, 0.0, 0.33, 0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#45-0: task_3,17406,786,18192,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#46-0: task_2,57468,978,58446,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#47-0: task_1,15993,673,16666,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-18_15-20-26_#48-0: task_2,17279,1087,18366,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#49-0: task_5,26609,1022,27631,5,0,False,0.25,0.05,0.25,"[0.0, 0.0, 0.0, 0.25, 0.0]"
2025-12-18_15-20-26_#50-0: task_1,24935,538,25473,1,0,False,0.5,0.5,0.5,[0.5]
2025-12-18_15-20-26_#51-0: task_1,24760,428,25188,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-18_15-20-26_#52-0: task_6,48190,894,49084,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#53-0: task_1,23689,587,24276,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-18_15-20-26_#54-0: task_7,58790,920,59710,5,0,False,0.33,0.066,0.33,"[0.0, 0.0, 0.0, 0.33, 0.0]"
2025-12-18_15-20-26_#55-0: task_5,47223,772,47995,2,0,False,0.5,0.25,0.5,"[0.0, 0.5]"
2025-12-18_15-20-26_#56-0: task_7,90879,654,91533,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-18_15-20-26_#57-0: task_2,35847,558,36405,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-18_15-20-26_#58-0: task_2,21029,579,21608,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-18_15-20-26_#59-0: task_6,104833,836,105669,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#60-0: task_4,89048,772,89820,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#61-0: task_5,38373,832,39205,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#62-0: task_2,76752,773,77525,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#63-0: task_3,39684,741,40425,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#64-0: task_5,56937,587,57524,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-18_15-20-26_#65-0: task_7,24379,650,25029,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#66-0: task_5,24488,748,25236,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#67-0: task_4,29914,592,30506,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-18_15-20-26_#68-0: task_2,49910,1110,51020,6,1,True,1.0,0.166667,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#69-0: task_5,27313,1015,28328,5,0,False,0.5,0.3,1.5,"[0.0, 0.5, 0.0, 0.5, 0.5]"
2025-12-18_15-20-26_#70-0: task_7,31095,783,31878,3,0,False,0.33,0.11,0.33,"[0.0, 0.33, 0.0]"
2025-12-18_15-20-26_#71-0: task_6,41671,713,42384,2,0,False,0.5,0.5,1.0,"[0.5, 0.5]"
2025-12-18_15-20-26_#72-0: task_6,16754,1108,17862,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#73-0: task_2,17309,493,17802,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-18_15-20-26_#74-0: task_4,15566,1252,16818,8,1,True,1.0,0.25,2.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0]"
2025-12-18_15-20-26_#75-0: task_6,19871,1136,21007,9,1,True,1.0,0.222222,2.0,"[0.0, 0.0, 0.5, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#76-0: task_6,37353,849,38202,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-18_15-20-26_#77-0: task_3,31895,796,32691,4,2,True,1.0,0.5,2.0,"[0.0, 1.0, 0.0, 1.0]"
2025-12-18_15-20-26_#78-0: task_4,74017,608,74625,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-18_15-20-26_#79-0: task_5,63113,592,63705,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-18_15-20-26_#80-0: task_4,58148,600,58748,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-19_07-36-32_#81-0: task_1,38401,756,39157,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#82-0: task_2,35867,1021,36888,6,3,True,1.0,0.5,3.0,"[0.0, 1.0, 0.0, 1.0, 1.0, 0.0]"
2025-12-19_07-36-32_#83-0: task_2,75596,1136,76732,6,2,True,1.0,0.333333,2.0,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
2025-12-19_07-36-32_#84-0: task_1,14116,504,14620,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-19_07-36-32_#85-0: task_3,28883,716,29599,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#86-0: task_1,18572,1126,19698,6,1,True,1.0,0.166667,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#87-0: task_5,35514,567,36081,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-19_07-36-32_#88-0: task_5,35689,749,36438,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-19_07-36-32_#89-0: task_2,24704,915,25619,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#90-0: task_5,71244,896,72140,5,1,True,1.0,0.6,3.0,"[0.5, 0.5, 0.5, 0.5, 1.0]"
2025-12-19_07-36-32_#91-0: task_2,23011,1258,24269,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#92-0: task_1,47057,546,47603,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-19_07-36-32_#93-0: task_1,35328,477,35805,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-19_07-36-32_#94-0: task_1,67814,732,68546,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-19_07-36-32_#95-0: task_1,34249,975,35224,5,1,True,1.0,0.2,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0]"
2025-12-19_07-36-32_#96-0: task_7,64696,747,65443,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#97-0: task_3,26922,536,27458,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-19_07-36-32_#98-0: task_2,32820,715,33535,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-19_07-36-32_#99-0: task_3,57954,983,58937,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#100-0: task_6,33450,874,34324,5,0,False,0.5,0.1,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#101-0: task_4,41022,976,41998,5,0,False,0.5,0.1,0.5,"[0.0, 0.0, 0.5, 0.0, 0.0]"
2025-12-19_07-36-32_#102-0: task_2,31924,1074,32998,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#103-0: task_5,12457,628,13085,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-19_07-36-32_#104-0: task_2,58918,1214,60132,8,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#105-0: task_6,44552,1121,45673,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#106-0: task_4,20020,813,20833,5,0,False,0.5,0.1,0.5,"[0.0, 0.0, 0.0, 0.0, 0.5]"
2025-12-19_07-36-32_#107-0: task_2,26443,911,27354,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#108-0: task_7,15365,870,16235,3,0,False,0.17,0.056667,0.17,"[0.0, 0.0, 0.17]"
2025-12-19_07-36-32_#109-0: task_4,30279,931,31210,4,0,False,0.5,0.125,0.5,"[0.0, 0.5, 0.0, 0.0]"
2025-12-19_07-36-32_#110-0: task_7,28404,974,29378,7,0,False,0.67,0.095714,0.67,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.67]"
2025-12-19_07-36-32_#111-0: task_4,16796,1045,17841,6,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_07-36-32_#112-0: task_2,20589,737,21326,3,1,True,1.0,0.333333,1.0,"[1.0, 0.0, 0.0]"
2025-12-19_22-02-22_#113-0: task_1,89541,684,90225,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-19_22-02-22_#114-0: task_1,94732,516,95248,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-19_22-02-22_#115-0: task_6,20668,535,21203,1,0,False,0.5,0.5,0.5,[0.5]
2025-12-19_22-02-22_#116-0: task_4,119182,588,119770,2,0,False,0.5,0.25,0.5,"[0.0, 0.5]"
2025-12-19_22-02-22_#117-0: task_3,28684,1164,29848,6,1,True,1.0,0.166667,1.0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_22-02-22_#118-0: task_4,92300,1078,93378,5,0,False,0.5,0.1,0.5,"[0.0, 0.5, 0.0, 0.0, 0.0]"
2025-12-19_22-02-22_#119-0: task_4,58422,775,59197,3,0,False,0.5,0.166667,0.5,"[0.5, 0.0, 0.0]"
2025-12-19_22-02-22_#120-0: task_4,17911,539,18450,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-19_22-02-22_#121-0: task_1,22148,753,22901,3,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0]"
2025-12-19_22-02-22_#122-0: task_6,29241,826,30067,4,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0]"
2025-12-19_22-02-22_#123-0: task_6,84128,529,84657,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-19_22-02-22_#124-0: task_6,110418,724,111142,3,0,False,0.5,0.166667,0.5,"[0.0, 0.5, 0.0]"
2025-12-19_22-02-22_#125-0: task_1,56686,855,57541,4,1,True,1.0,0.25,1.0,"[1.0, 0.0, 0.0, 0.0]"
2025-12-19_22-02-22_#126-0: task_1,22958,1140,24098,8,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_22-02-22_#127-0: task_4,37756,646,38402,2,0,False,0.0,0.0,0.0,"[0.0, 0.0]"
2025-12-19_22-02-22_#128-0: task_6,40922,919,41841,6,1,True,1.0,0.333333,2.0,"[0.0, 1.0, 0.5, 0.5, 0.0, 0.0]"
2025-12-19_22-02-22_#129-0: task_3,112043,1027,113070,7,2,True,1.0,0.285714,2.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
2025-12-19_22-02-22_#130-0: task_7,25847,663,26510,3,0,False,0.17,0.17,0.51,"[0.17, 0.17, 0.17]"
2025-12-19_22-02-22_#131-0: task_7,14523,879,15402,7,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_22-02-22_#132-0: task_1,45328,596,45924,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-19_22-02-22_#133-0: task_2,99936,567,100503,1,0,False,0.0,0.0,0.0,[0.0]
2025-12-19_22-02-22_#134-0: task_2,102040,999,103039,5,0,False,0.0,0.0,0.0,"[0.0, 0.0, 0.0, 0.0, 0.0]"
2025-12-19_22-02-22_#135-0: task_4,115428,644,116072,2,0,False,0.5,0.25,0.5,"[0.5, 0.0]"
